COUNTRY_EN,STATE_EN,CITY_EN,COUNTRY_FR,STATE_FR,CITY_FR,COUNTRY_ES,STATE_ES,CITY_ES,COUNTRY_CODE,STATE_CODE
UNITED KINGDOM,England	,Willenhall	,ROYAUME-UNI,England	,Willenhall	,,,,,
UNITED KINGDOM,England	,Woking	,ROYAUME-UNI,England	,Woking	,,,,,
UNITED KINGDOM,England	,Wolverhampton	,ROYAUME-UNI,England	,Wolverhampton	,,,,,
UNITED KINGDOM,England	,Worcester	,ROYAUME-UNI,England	,Worcester	,,,,,
UNITED KINGDOM,England	,Worthing	,ROYAUME-UNI,England	,Worthing	,,,,,
UNITED KINGDOM,England	,York	,ROYAUME-UNI,England	,York	,,,,,
UNITED KINGDOM,Northern Ireland	,Bangor	,ROYAUME-UNI,Northern Ireland	,Bangor	,,,,,
UNITED KINGDOM,Northern Ireland	,Belfast	,ROYAUME-UNI,Northern Ireland	,Belfast	,,,,,
UNITED KINGDOM,Northern Ireland	,"Craigavon (incl. Lurgan, Portadown)	",ROYAUME-UNI,Northern Ireland	,"Craigavon (incl. Lurgan, Portadown)	",,,,,
UNITED KINGDOM,Northern Ireland	,Derry (Londonderry)	,ROYAUME-UNI,Northern Ireland	,Derry (Londonderry)	,,,,,
UNITED KINGDOM,Northern Ireland	,Newtownabbey	,ROYAUME-UNI,Northern Ireland	,Newtownabbey	,,,,,
UNITED KINGDOM,Scotland	,Aberdeen	,ROYAUME-UNI,Scotland	,Aberdeen	,,,,,
UNITED KINGDOM,Scotland	,Cumbernauld	,ROYAUME-UNI,Scotland	,Cumbernauld	,,,,,
UNITED KINGDOM,Scotland	,Dundee	,ROYAUME-UNI,Scotland	,Dundee	,,,,,
UNITED KINGDOM,Scotland	,Dunfermline	,ROYAUME-UNI,Scotland	,Dunfermline	,,,,,
UNITED KINGDOM,Scotland	,East Kilbride	,ROYAUME-UNI,Scotland	,East Kilbride	,,,,,
UNITED KINGDOM,Scotland	,Edinburgh	,ROYAUME-UNI,Scotland	,Edinburgh	,,,,,
UNITED KINGDOM,Scotland	,Glasgow	,ROYAUME-UNI,Scotland	,Glasgow	,,,,,
UNITED KINGDOM,Scotland	,Hamilton	,ROYAUME-UNI,Scotland	,Hamilton	,,,,,
UNITED KINGDOM,Scotland	,Kirkcaldy	,ROYAUME-UNI,Scotland	,Kirkcaldy	,,,,,
UNITED KINGDOM,Scotland	,Livingston	,ROYAUME-UNI,Scotland	,Livingston	,,,,,
UNITED KINGDOM,Scotland	,Paisley	,ROYAUME-UNI,Scotland	,Paisley	,,,,,
UNITED KINGDOM,Wales (Cymru)	,Barry	,ROYAUME-UNI,Wales (Cymru)	,Barry	,,,,,
UNITED KINGDOM,Wales (Cymru)	,Cardiff	,ROYAUME-UNI,Wales (Cymru)	,Cardiff	,,,,,
UNITED KINGDOM,Wales (Cymru)	,Neath	,ROYAUME-UNI,Wales (Cymru)	,Neath	,,,,,
UNITED KINGDOM,Wales (Cymru)	,Newport	,ROYAUME-UNI,Wales (Cymru)	,Newport	,,,,,
UNITED KINGDOM,Wales (Cymru)	,Swansea	,ROYAUME-UNI,Wales (Cymru)	,Swansea	,,,,,
UNITED KINGDOM,Wales (Cymru)	,Wrexham	,ROYAUME-UNI,Wales (Cymru)	,Wrexham	,,,,,
